Suxta alwa pachawa,Son las 06:00 de la mañana,
Jumax kuns luraskta?,¿Tú qué estas haciendo?,
"Nayax junt'uma umasktha, jumasti","Yo estoy tomando te, ¿y tú?",
Nayaxa wallpa kaltu phayasktha,Yo estoy cocinando sopa de pollo,
"Waliki, kunanakas munsasi phayañataki?","Que bien, ¿qué se necesita para cocinar?",
"Munasiwa wallpa aycha, ch'uqi, ch'uxña achunaka","Se necesita carne de pollo, papa y verduras",
Wallpa aychan chanipax qawqhasa?,¿La carne de pollo a que precio está?,
Wallpa Aychax chanipax kimsa tunkaniwa,El precio de la carne de pollo está a sólo 30,
Akax kunasa?,¿Esto qué es?,
Ukax kantuta panqarawa,Eso es la flor de la kantuta,
Kuna saminisa?,¿De qué color es?,
"Chupikampi, q’illumpi, chuxñampiwa","Es de color rojo, amarillo y verde",
Kunas ustam?,¿Qué te duele?,
P'iqiw usutu,Me duele la cabeza,
Kunarsarts ustam?,¿Desde cuándo te duele?,
Wasuruta,Desde ayer,
Waliti ustam?,¿Te duele mucho?,
Waliw usutu,Me duel mucho,
Suma uñjasita kullaka. Jikisiñkama,Te vas a cuidar bien hermana. Hasta luego,
Jikisiñkamay kullaka,Hasta luego hermana,
Aski urukïpan kullaka,Buen día hermana,
Aski urukïpanay jilata,Buen día hermano,
Kunsatatasa kullaka?,¿Qué te llamas hermana?,
"Nayax Teodora sutinitwa, jumasti kunas sutimaxa?","Mi nombre es Teodora, ¿y de ti cuál es tu nombre?",
"Waliki kullaka Teodora, nayan sutijax sandruwa","Bien hermana Teodora, mi nombre es Sandro",
Kunansa irnaqta kullaka Teodora?,¿En qué trabajas hermana Teodora?,
"Nayax yatichiritwa, jumasti?","Yo soy profesora, ¿y tú?",
"Waliki kullaka, nayax yatichirirakitwa","Bien hermana, yo también soy profesor",
Kawkinsa qamta kullaka?,¿Dónde vives hermana?,
"Nayax Oruro markatatwa, jumasti kawkisa qamta?","Yo soy de Oruro, ¿y tú dónde vives?",
Nayax alto La Paz markanwa qamtha. Jumasti jilanakanitati?,Yo vivo en el alto La Paz. ¿Y tú tienes hermanos?,
"Jisa pusi jilanitwa, jumasti?","Sí, tengo 4 hermanos, ¿y tú?",
"Nayax mä jilani pusi kullakanitwa, pä jilaniyatwa mä jilajax jiwxiwa","Yo tengo 1 hermano y 4 hermanas, tenía 2 hermanos, pero uno murió",
Kuna pachasa kullaka?,¿Qué hora es hermana?,
Paqallku arumat tunka k’atanakaw saraqxi,Son las 7: 10 de la noche,
"Waliki kullaka, Oruro markan kuna manq’anakas utji?","Bien hermana, ¿en Oruro que comidas hay?",
"Utjiwa charkikan, suma muqsawa","Hay charquekan, es bien rico",
Kunjamas uka manq ́ax phayaña?,¿Cómo se cocina esa comida?,
"Aka manq’ax phayañawa, qarwa aycha thixitampi,tunqumpi, ch ́uqimpi, qhathiyat k ́awnampi, ah ukat millk’i tikampi","Esta comida se cocina con carne de llama frito, maíz, papa y huevo cocido, ah y con su queso",
¡Suma muxsarakisä uka manq’axa!,Que rico es esa comida!,
Jumax uywanakanitati?,¿Tú tienes animales?,
Jisa uywanitwa,"Sí, tengo animales",
Kuna uywanitasa?,¿Qué animales tienes?,
"Utjituwa mä phisimpi, pä anumpi",Tengo 1 gato y 2 perros,
Nayax mä jisk’a anunitwa,Yo tengo un pequeño perro,
"Kuna saminakanisa phisimampi, anunakamampixa?",¿Tu gato y tus perros de qué color son?,
"Pä anujax ch’iyarawa, phisijax janq’umpi ch umphimpiwa",Mis dos perros son negros y mi gato es blanco con café,
Jisk’a anumax kuna saminisa?,¿Tu pequeño perro de qué color es?,
Nayan jisk’a anujax chümphi samiwa,Mi pequeño perro es de color café,
Wasurux kuna urunsa?,¿Qué día era ayer?,
Wasurux pacha urunwa,Ayer era miércoles,
Kuna phaxsinsa yurta?,¿En qué mes has nacido?,
"Llamayu phaxina, jumasti?","En el mes de mayo, ¿y tú?",
Nayax taypi sata phaxsina yuritatwa,Yo nací en el mes de octubre,
"Kunatas jachaskta, kunas ustam?","¿Por qué estas llorando, qué te duele?",
Kayuw usutu,Me duele el pie,
Jumarux kunas ustam?,¿A ti que te duele?,
Nayarux jikhaniw usutu,A mi me duele la espalda,
Kunjams ustam?,¿Cómo te duele?,
"Mä juk'akiw usutu, pelot anatas usuchastha","Me duele un poco, me lastimé jugando fútbol",
Kunarsats ustam?,¿Desde cuándo te duele?,
Jichha arumatak usutu,Desde esta noche no más me ha dolido,
Jumasti kunjamats kayu usuchasta?,"¿Y tú, como te lastimarte tu pie?",
Anuw kayu achuqitu,El perro me mordio el pie,
"Janiw walikiti ukaxa, qullirir sarañamawa qullayasiri","No está bien eso, tienes que ir al doctor a hacerte curar",
"Jisa, qullir utaru sarä",Entonces iré al doctor,
"Waliki kullaka, qullayasir saram. Yaqha urkama","Bien hermana, anda a hacerte curar. Hasta otro día",
Jikinsiñkam jilata,Hasta luego hermano,
Jikisiñkamay kullaka,Hasta luego hermana,
Aski urukïpan kullaka,Buen día hermana,
Aski urkïpanay jilata,Buenos días hermano,
Kuna pachasa?,¿Qué hora será?,
Llätunka alwat patunka phisqha k’atakaw saraqxi,Son las 9:25 de la mañana,
"Ukhamax walisa, jichaw Potosí markaru k’añaskux mistuskani","Entonces está bien, recién va salir el bus a Potosí",
"Nayax Tiburcio satatwa, jumasti kunas sutimaxa?","Yo me llamo Tiburcio, ¿y tú cómo se llamas?",
Nayan sutijax Martinawa,Yo me llamo Martina,
Kawkirus sarxarasta?,¿Dónde está viajando?,
Nayax Potosímarkaruw sarxarusktha,Yo estoy viajando a Potosí,
Ukhamax chikay sarxaruñani,Entonces vamos a viajar juntos,
Kunarus sarxarusta Potosïru?,¿Y cuál es motivo de tu viaje a Potosí?,
"Jilajar uñjiriw sarasktha, usuchjasitanawa","Voy a ver a mi hermano, se había accidentado",
Jilamax kunats usuchjasitana?,¿De qué se accidento tu hermano?,
Jaraphi p’akjasitana,Se había fracturado su costilla,
Qullañ utakiti?,¿Está en el hospital?,
"Jisa, qullañ utakiwa","Sí, esta en el hospital",
Qawqha maranisa jilamaja?,¿Qué edad tiene tu hermano?,
"Pä tunka payani maraniwa, sullka jilajawa","Tiene 22 años, es mi hermano menor",
"Jan llakisimti, jank’akiw waliptani waynaskiwa","No tengas pena, se recuperará pronto es joven",
Jumasti kunarus sarxarusta Potosïru?,¿Y tú a qué estas viajando a Potosí?,
Qhuyan irnaqiritwa,Soy trabajador de la mina,
Qhuyanchutati?,¿Eres minero?,
"Janiwa, nayax Ingeniero mensuristatawa","No, soy Ingeniero Mensurista",
Qawqha pachas khayankäta?,¿Cuánto tiempo estarás por allá?,
Khayankawa pä pachananakampi phisqha urunakampi,Voy estar por dos semanas y cinco días,
"Nayax jurpuruw kutt’anixa, urujatakix akankañatwa","Yo regresare pasado mañana, para mis cumpleaños tengo que estar aquí",
Kunarsas urumaxa?,¿Cuándo es tu cumpleaños?,
Lapaqa phaxit pä uru saraqatana,Es el 2 de noviembre,
Qawqha mars phuqhata?,¿Cuántos años vas a cumplir?,
"Phuqhaw pä tunka phisqhani maranaka, jumasti qhawqa maranitasa?","Cumpliré 25 años, ¿y tú cuantos años tienes?",
Nayax pä tunka paqallquni maranitwa,Yo tengo 27 años,
Warminitati?,¿Tienes esposa?,
"Janiraw warminikti, jumasti wilamasinitati?","Aún no, ¿y tú tienes familia?",
"Janirakiwa, sapakistwa","Tampoco, sigo sola",
Qawqha jilanitasa?,¿Cuántos hermanos tienes?,
"Pä jilanitwa, jumasti?","Tengo dos hermanos, ¿y tú?",
"Nayax sapa wawakitwa, khusaspanwa jilaniriskatha ukaxa","Yo soy único hijo, me hubiera guastado tener hermanos",
Tatanakamasti?,¿Y tus papás?,
"Markajankasipkiwa, iwijanaka uñjasipki","Están en mi pueblo, cuidando las ovejas",
Kuna sutinis markamaxa?,¿Cómo se llama tu pueblo?,
"Markajax Vichayawa, jumasti kawkitatasa?","Mi pueblo es Vichaya, ¿y tú de dónde eres?",
Nayax Qumanchitatwa,Yo soy de Comanche,
Mä kutix mamajampiw wayk’a k’iyaña aliriw sarapxtha,Una vez viaje con mi mama para comprar un batan,
"Jisa markajan wayk’iñanak luraphxi, yaqhanakampi","Sí, en mi pueblo hacen batanes y otras cosas",
"Pachaxaniwa, janira sarxarkasa manq’iri sarañani","Ya va ser hora, mejor vamos a comer antes de viajar",
"Jisa walispawa, kunanakas manq’añataki utji akachaqaña?","Sí seria, ¿pero qué hay para comer por aquí?",
Khaya chiqan aljapxiwa suma mani kaltunaka,Por allá venden unas sopas de maní muy ricos,
Ukhamax sarañani,Entonces vamos,
"Jisa sarañani, khayjat unjañaniw k’añask puriniri","Sí vamos, desde allí vamos a ver llegar el bus",
Yattati kuna saminisa k’añaskuxa?,¿Sabes de qué color es el bus?,
"Jisa, sapxituwa wilampi chujñampiwa","Sí, me dijeron que es de color rojo con verde",
Ukhamax walikiskiwa,Entonces está bien,
Aski urukïpan kullaka,Buenos días hermana,
Aski urukïpanay kullaka,Buenos días hermana,
Juman sutimax kunasa?,¿Cuál es tu nombre?,
"Nayan sutijax Lissetawa, jumasti?","Yo me llamo Lisset, ¿y tú?",
Nayan sutijax Camila satawa,Yo me llamo Camila,
Qawqha maranitasa?,¿Cuántos años tienes?,
"Nayax kimsatunka mayani maranitwa, jumasti?","Yo tengo 31 años, ¿y tú?",
Nayax kimsatunka pusini maranitwa,Yo tengo 34 años,
Jumax kawkitatasa?,¿Tú de dónde eres?,
"Nayax Santiago de Chile markatawa, jumasti?","Yo soy de Santiago de Chile, ¿y tú?",
Nayax Altupata markatawa,Yo soy de El Alto,
Jumax qawqha kullakanitasa?,¿Tú cuantas hermanas tienes?,
"Nayax kimsa kullakanitwa, jumasti?","Yo tengo 3 hermanas, ¿y tú?",
Nayax janiw kullakanikti,Yo no tengo hermanas,
Urumax kuna phaxsinkisa?,¿En qué mes es tu cumpleaños?,
Urujax achuqa phaxsinkiwa,Mi cumpleaños es en marzo,
Jumax kuna luriritasa?,¿Cuál es tu ocupación?,
"Nayax phayiritwa, jumasti?","Yo soy cocinera, ¿y tú?",
Nayax aljiritwa,Yo soy vendedora,
Akax kunasa?,¿Qué es esto?,
Ukax pankawa,Eso es libro,
Uywanitati kullaka?,¿Tienes animales hermana?,
"Jisa, uywanitwa, pä phisimpi, kimsa anitumpi","Sí, tengo animales, 2 gatos y 3 perritos",
Kunas saminisa phisima?,¿De qué color es tu gato?,
Phisijax q’illumpi janq`umpiwa,Mi gato es amarillo con blanco,
Kunas ustam?,¿Qué te duele?,
Kayuw usutu kullaka,Me duele el pie hermana,
Kunjamas ustam?,¿Cómo te duele?,
Anchapuniw usutu,Me duele mucho,
Kunarsats ustam?,¿Desde cuándo te duele?,
Wasur arumat usutu,Me duele desde ayer en la noche,
Kuna achs munta?,¿Qué fruta quieres?,
Nayax puquta muntha,Yo quiero plátano,
Kuna manq’s munta kullaka?,¿Qué comida quieres hermana,
Nayax charkikan manqañ muntha,Yo quiero comer Charquican,
Kunjamas phayaña?,¿Cómo se cocina?,
"Phayañaw ch’uñumpi, tunqumpi, ch’arkhimpi, tamuñampi, jumanpullampi, apichumpi, k’awnampi, jayumpi, arusampi, ch’uqimpi","Se cocina con shuño, maíz, charque, zapallo, cebolla, camote, huevo, sal, arroz y papa",
Jichhurux kuna urunsa?,¿Qué día es hoy?,
Jichhurux samaña uruwa,Hoy es sábado,
Kuna pachasa kullaka?,¿Qué hora es hermana?,
Tunka mayani alwat kimsa tunka k’atanakaw saraqxi,Son las 11:30 de la mañana,
Qharurux jumax irnaqatati?,¿Tú trabajaras mañana?,
"Qharurux janiw irnaqkati, jurpuruw irnaqä","Mañana no voy a trabajar, pasado mañana trabajaré",
"Kullakita, mayt’itasmati patak waranka, ampsuma","Hermana, me puedes prestar 100 bolivianos por favor",
"Janiw kullaka, jniw qulqinikti","No hermana, no tengo plata",
"Walikiskiwa, jikisiñkam kullaka Lisset","Esta bien, hasta la próxima hermana Lisset",
"Waliki, jikisiñkamay kullaka Camila","Bien, hasta luego hermana Camila",
Aski urukïpan Kullaka,Buen día hermana,
Aski urukïpanay kullaka,Buen día hermana,
Juman sutimax kunas kullaka?,¿Cuál es tu nombre hermana?,
"Nayan sutijax Mirian, jumansti?","Mi nombre es Mirian, ¿y de ti?",
Nayax Noemi satatwa,Yo me llamo Noemi,
Kamis kunjamasktas Noemi,¿Cómo estas Noemi?,
Janiw walikti,No estoy bien,
"Kunas kamachi, kunas ustam?","¿Qué pasó, qué te duele?",
Janiw kunas uskituti,No me duele nada,
"Amparamaru, kunas mich’intam?","En tu mano, ¿qué te ha picado?",
"Ch’ampariw mich’intitu, ukat juk’akiw usutu",Me ha picado el sancudo y me duele poco,
Nayax manq’añ munttha,Yo quiero comer,
Jan manq’amti,No comas,
"Ukax, kuna manq’asa?",¿Eso qué comida es?,
"Akax saxta manq’awa, kuna manq’s munta","Esto sajta, ¿qué comida quieres?",
Nayax uka saxta muntha,Yo quiero esa sajta,
"Aka saxtax tatajankiwa, jupaw puriskiwa","Esta sajta es de mi papá, el esta llegando",
Kuna pachas tatamax purini?,¿Qué hora llegara tu papá?,
Chika uruw jupax purini,Medio día él llegará,
Tatamax khitisa?,¿Quién es su tu papá?,
Tatajax Teófiluwa,Mi papá es Teófilo,
Jupax kuna luririsa?,¿Él a qué se dedica?,
"Jupax conecciones eléctricas luriri, tatamasti?","Él es electricista, ¿y tu papá?",
Tatajax qulliriwa,Mi papá es médico,
Isipax kuna saminisa?,¿Su ropa de qué color es?,
"Janq’u saminiwa, tatamansti?","Es color blanco, ¿de tu papá?",
Isipax laramawa,Su ropa es azul,
Nayax manq’iri sarä,Yo iré a comer,
Sarxañäni,Vámonos,
Sarxañäniy,Vámonos pues,
Aski urukïpan Kullaka,Buen día hermana,
Aski urukïpanay kullaka,Buen día hermana,
Kunas sutimaxa?,¿Cuál es tu nombre?,
Nayan sutijax Rosawa,Mi nombre es Rosa,
Jumansti?,¿Y el tuyo?,
Nayan sutijax Greciawa,Mi nombre es Grecia,
Jumax kawkins jakta?,¿Tú dónde vives?,
Mecapacan jaktha,Yo vivo en Mecapaca,
Jumasti?,¿Y tú?,
Nayax Alto patan jaktha,Yo vivo en El Alto,
Qhawqha maranitasa?,¿Cuántos años tienes?,
Nayax kimsa tunka phisqani maranitwa,Yo tengo 35 años,
Jumasti?,¿Y tú?,
Nayax kimsa tunka mayani maranitwa,Yo tengo 31 años,
Jumax uywanitati?,¿Tú tienes animales?,
"Jisa, uywanitwa","Sí, tengo animales",
Jumasti?,¿Y tú?,
Nayax mä jisk'a anitunitwa,Yo tengo un perrito pequeño,
Kuna saminisa jisk'a anitumaxa?,¿Qué color es tu perrito?,
Nayan anitujax janq'uwa,Mi perrito es de color blanco,
Jumansti?,¿Y el tuyo?,
"Nayan pä phisitujax janq'umpi ch'iyarampiwa, ukhamaraki kimsa ch'iyar anitunitwa","Mis 2 gatitos son de color blanco y negro, también tengo 3 peritos de color negros",
Jumax kuna luriritasa?,¿Cuál es tu ocupación?,
Nayax yatichiritwa,Yo soy profesora,
Jumasti?,¿Y tú?,
Nayax aljiritwa,Yo soy vendedora,
Kawkins aljasta kullaka?,¿Donde vendes hermana?,
Nayax Villa Adelan aljtha,Yo vendo por Villa Adela,
Kunanaks aljta?,¿Qué cosas vendes?,
Nayax taqi kun manq'añanak aljtha,Yo vendo todo tipo de alimentos,
Jumax kawkins yatichta?,¿Tú dónde enseñas?,
Nayax Sagrada Família jach'a yatiqañ utan yatichtha,Yo enseño en la UE Sagrada Familia,
Qharurux kuns lurata kullaka?,¿Qué harás mañana herman?,
"T'ant'a wawanaka, t'ant'a achachinaka, t'ant'a awilanaka, t'ant'a kawallunaka, muruq t'antanaka, ukanak lurä","Haré pan con figuras de niño, con figuras de hombre, con figuras de mujer, con figuras de caballo y panes redondos",
Turu santutakit luräta?,¿Vas a hacer para Todos Santos?,
"Jisa kullaka, ukatakiw lurä?","Sí hermana, haré para eso",
"Kullaka Grecia, muruq t'antanak aljitataw ampsuma",Hermana Grecia me vas a vender panes redondos por favor,
Qhawqhs munata?,¿Cuántos vas a querer?,
Pä tunka t'antanak munä,Voy a querer 20 panes,
Jumax t'antanak luratati?,¿Y tú harás panes?,
"Janiw kullaka, nayax tatituruw sartha","No hermana, yo voy a la Iglesia",
Waliki kullaka Rosa,Que bien hermana Rosa,
Jumax qhaqha jilatitasa?,¿Tú cuántos hermanos tienes?,
Nayax kimsa jilanitwa,Yo tengo 3 hermanos,
Jumasti?,¿Y tú?,
Nayax mä kullakanitwa,Yo tengo una hermana,
Jumax wawanitati?,¿Tú tienes hijos?,
"Jisa, kimsa wawanitwa, mä lluqalla, pä imillampi","Sí, tengo tres hijos un varón y dos mujeres",
Jumasti?,¿Y tú?,
"Jisa, ukhamarakiw mä yuqalla pä imillampi","De igual manera, tenso un hijo varón y dos hijas mujeres",
Jisk'a wawamax qhawqha maranisa?,¿Tu hijo pequeño cuántos años tiene?,
Jisk'a wawajax kimsa qallq maraniwa,Mi hijo pequeño tiene 8 años,
Juman jisk'a wawamax qhawqha maranisa?,¿Tú pequeño hijo cuantos años tiene?,
Nayan jisk'a wawajax pä maraniwa,Mi pequeña hija tiene 2 años,
Juk'amp uñt'asiñataki maq'ir sarañäni kullaka,"Para conocernos más, vamos a comer",
"Walikispaw kullaka, kunurus sarañäni?","Estaría bien herman, ¿qué día podemos ir?",
Inti ur sarañani,Podemos ir el domingo,
kuna pachasa jikisiñäni?,¿A qué hora nos encontraremos?,
"Tunka alwat, kimsa tunka k'atanakampikani ukhaw jikisiñani",Nos encontraremos a las 10:30 de la mañana,
Kawkins jikisiñäni?,¿En qué lugar nos encontraremos?,
San Pedro Iglesia uka tuqina,En la iglesia de San Pedro,
Ukhamax ukuruw jikisiñäni kullaka,Entonces ese día nos encontraremos hermana,
"Walikiw kullaka niyaw jayp'uxi, sarxañatwa","Está bien hermana, ya es tarde me tengo que ir",
Jikisiñkam kullaka Rosa,Hasta luego hermana Rosa,
Jikisiñkamay kullaka Grecia,Hasta luego hermana Grecia,
Aski urukïpan Kullaka,Buen día hermana,
Aski urukïpanay jilata,Buen día hermano,
Kamisaki kullaka?,¿Cómo estás hermana?,
"Waliki jilata, jumasti?",Estoy bien hermano ¿y tú?,
Walikiraki,También estoy bien,
Juman phuqhat sutimax kunasa?,¿Cuál es tu nombre completo?,
"Nayan sutijax Natividad Roselin Mamani Choque satatwa, jumansti?",Mi nombre es Natividad Roselin Mamani Choque ¿y de ti?,
Nayan sutijax Cristofer Vidal Chacon Limachi satatwa,Mi nombre es Cristofer Vidal Chacon Limachi,
Qawqha maranitasa?,¿Cuántos años tienes?,
"Pä tunka mayani maranitwa, jumasti?",Tengo 21 años ¿y tú?,
Pä tunka paqallquni maranitwa,Tengo 27 años,
Utaman uywanitati?,¿En tu casa tienes animales?,
"Jisa jilata, uywanitwa","Sí hermano, tengo animales",
Qawqha uywanitasa?,¿Cuántos animales tienes?,
"Pä phisimpi, pä anumpi uywanitwa, jumasti?",Tengo 2 gatos y 2 perros ¿y tú?,
Pä wallpanitwa,Tengo 2 gallinas,
Kawkhans jakasta?,¿Dónde vives?,
"Nayax Chukiyawunkiritwa, jumasti?","Yo soy de La Paz, ¿y tú?",
Nayax Tacnankiritwa,Yo soy de Tacna,
Kuna manq's munta?,¿Qué comida quieres?,
"Nayax saxta muntha, jumasti?",Yo quiero sajta ¿y tú?,
Nayax wallaqi muntha,Yo quiero allaque,
Kuna phaxsinktansa?,¿En qué mes estamos?,
Taypi sata phaxsinktanwa,Estamos en el mes de octubre,
Urumax kuna phaxsinkisa?,¿Qué mes es tu cumpleaños?,
"Urujax Llamayu phaxsinkiwa, jumansti kullaka?",Mi cumpleaño es en el mes de mayo ¿y de ti hermana?,
Urujax Jallu qallta phaxsinkiwa,Mi cumpleaño es en el mes de diciembre,
Jichhürux kuna urusa?,¿Hoy que día es?,
Jichürux phaxsi uruwa,Hoy es día lunes,
Qharurux kuna urunisa?,¿Mañana eué día será?,
Qharurux saxra uruniwa,Mañana será martes,
Kunas ustam?,¿Qué te duele?,
Nayar kunkajaw usutu,Me duele mi cuello,
Kunats ustam?,¿Por qué te duele?,
Mamurayaw mich'intitu,Me ha picado la abeja,
Waliti ustam,¿Te duele mucho?,
Janiw sint uskituti,No me duele mucho,
Kuna pachasa?,¿Qué hora es?,
Llätunka aruma pachawa,Son las 9:00 de la noche,
Jikisiñkam jilata,Hasta luego hermano,
Jikisiñkamay kullaka,Hasta luego hermana,
Aski urukïpan jilata,Buenos días hermano,
Aski urukïpanay kullaka,Buenos días hermana,
Kunjamasktasa?,¿Cómo estás?,
Waliki! Jumasti?,¡Bien! ¿Y tú?,
Waliskarakthwa. Kunas sutimax jilata?,Estoy bien también. ¿Cuál es tu nombre hermano?,
"Nayan sutijax Raymundowa, jumamsti?","Mi nombre es Raymundo, ¿y el tuyo?",
"Nayax María del Carmen satathwa. Jilata Raymundo, qhawqa maranitasa?","Mi nombre es María del Carmen. Hermano Raymundo, ¿cuántos años tienes?",
"Pusi tunka mayani maranithwa, jumasti?","Tengo cuarenta 41 años, ¿y tú?",
"Nayax kimsa tunka phisqani 35 maranithwa. Jilata, kawkitatasa?",Yo tengo 35 años. ¿Hermano de dónde eres?,
"Nayax Perú jach’a suyunkirithwa, Puno sullka suyun utjasiraktxa",Yo soy de Perú y vivo en el departamento de Puno,
Kunans irnaqta jilata?,¿En qué trabajas hermano?,
"Kullaka nayax yatichirithwa, jumasti?","Hermana, yo soy profesor, ¿y tú?",
Nayax utajanakwa irnaqtha,Yo sólo trabajo en mi casa,
"Kullaka María, qawqha jila kullakanitasa?",Hermana María ¿cuántos hermanos y hermanas tienes?,
"Pä jila, phisqa kullakanithwa",Tengo d2 hermanos y 5 hermanas,
Kuna phaxsin yuritatasa kullaka?,¿En qué mes habías nacido hermana?,
"Sata phaxsina, jumasti?","En el mes de septiembre, ¿y tú?",
Chinuqa phaxsina,En el mes de enero,
Kuna muxsa achunaks wal manq’irïta,¿Qué frutas te gusta comer?,
"Uwasampi, puqutampi, laranjampi","Uvas, plátano y naranja",
"Jilata Raymundo, kuna juyranaks yapuchta?","Hermano Raymundo, ¿qué productos cultivas?",
"Ch’uqi, apilla, isañu, ulluku, jawasa, yaqhanakampi","Papa, oca, isaño, paplisa, habas, y otros",
"Ch’uqimpi ullukumpi, ch’arkhimpi, wali suma ulluk kaltu phayiristha","Con la papa, la papalisa y el charque, puedo cocinar un rico caldo de papalisa",
Kuna manq’as markaman wali uñyt’ata?,¿Qué comida es la más conocida en tu pueblo?,
Chayruwa. Markamansti jilata?,Es el chairo. ¿Y en tu pueblo hermano?,
Khuchi kankawa,Es el asado de chancho,
Ayllumanx kuna uywanaks uyta?,¿Que animales crías en tu comunidad?,
Nayax kimsa waka uywtha. Jumasti?,Yo crio tres vacas ¿Y tú?,
"Mä ch’iyar phisinithwa, Philix satawa","Yo tengo un gato negro, se llama Félix",
Wali sum uywat kullaka,Cuídalo bien hermana,
"Jilata, wali suma saminakanirakis chumpamaxa!",Hermano ¡que bonitos colores tiene tu chompa!,
"Ukhamaw, janq’umpi, laramapi, sajunampiwa. Kullaka, jumax kuna saminakaraks wali munta?","Así es hermana, es blanco, azul y celeste. Hermana ¿tú que colores prefieres?",
"Q’illumpi, kullimpi, sisirampi, antimpwa","El amarillo, el lila, el anaranjado y el rosado",
"Kullaka, jumax jaqichasxtati?",Hermana ¿tú ya te has casado?,
Janiraw jilata,Aún no hermano,
"Kullaka, saxra urumpin ñanqha urumpin, janipuniw jaqichasitati","Hermana, los días martes y viernes, no te vas a casar",
Samañ urux waliti jaqichasiñatakixa?,¿El día sábado es buen día para casarse?,
"Jisa, wali suma uruwa","Sí, es un buen día",
Kuna pachaxis jilata?,¿Qué hora ya es hermano?,
Kimsaqalqu alwa chikatanixiwa,Son las 08:30 de la mañana,
"Pachaxiw jilata, jutir phaxsin aruskiparakiñani, jichhax qulliriwkaru sarä, p’iqimpi, laka ch’akhampiw usutu","Ya es hora hermano, conversaremos el próximo mes, ahora tengo que ir donde el médico, me duele la cabeza y mi diente",
"Ukhamax, jutir phaxsikam Kullaka María del Carmen","Entonces, hasta el próximo mes hermana María del Carmen",
Jutir phaxsikamay jilata Raymundo,Hasta el próximo mes hermano Raymundo,
Aski urukïpan jilata Juan,Buenos días hermano Juan,
Aski urukïpanay kullaka Lily,Buenos días hermana Lily,
Kamisaki jilata Juan?,¿Cómo está hermano Juan?,
"Waliki, jumasti?","Bien, ¿y tú?",
Waliki. Kuna phaxsinktansa?,Bien. ¿En qué mes estamos?,
Lapaqa phaxsinktanwa,Estamos en noviembre,
Pay. Urumax kuna phaxsinkisa jilata Juan?,Gracias. ¿En qué mes es tu cumpleaños hermano Juan?,
Urujax jallu qallta phaxsinkiwa. Nayax kimsa tunka maranitwa,Mi cumpleaños es en diciembre. Tengo 30 años,
Tatamax qawqha maranitasa?,¿Qué edad tiene tu papá?,
Tatajax suxta tunka maranitwa. Jupax yapuchirwa,Mi papá tiene 60 años. Él es agricultor,
"Waliki. Tatajax uywachiriwa, jupax pätunka iwijaniwa","Bien. Mi papá es granjero, él tiene 20 ovejas",
Waliki. Kullaka Lily amparaw usutu,Bien. Hermana Lily me duele el brazo.,
Kunats ustam jilata Juan?,¿Por qué te duele hermano Juan?,
Tamurayaw mich’intitu,Me picó una abeja,
Kunaqata?,¿Cuándo?,
"Wasuru, kullaka Lily","Ayer, hermana Lily",
Wasurux kuna urunsa jilata Juan?,"¿Qué día fue ayer, hermano Juan?",
Wasurux illap urunwa. Kuna pachasa?,Ayer fue jueves. ¿Qué hora és?,
Kimsaqallqu aruma pachawa,Son las 08:00 de la noche,
"Qharurux alwat irnaqä, jumasti?",Mañana trabajaré temprano ¿y tú?,
Nayax jan irnaqti. Nayax utankirikitwa. Chachajakiw irnaqi,Yo no trabajo. Yo soy ama de casa. Sólo mi esposo trabaja,
Jupax kuna luririsa?,¿Cuál es la ocupación de él?,
Jupax jakhuriwa,Él es contador,
Jupax kawkitasa,¿De dónde es él?,
Jupax Tacnatawa,Él es de Tacna,
Jumax qawqha wawanitasa?,¿Tú cuántos hijos tienes?,
Nayax mä phuchanitwa,Yo tengo una hija,
Jupan sutipax kunasa?,¿Cuál es su nombre?,
Jupan sutipax Camilawa,Su nombre es Camila,
Bien,Waliki,
Jumax qawqha wawanitasa jilata Juan?,¿Cuántos hijos tiene hermano Juan?,
Janiw wawanikti kullaka Lily. Nayax mä phisinikitwa,No tengo hijos hermana Lily. Yo tengo sólo un gato,
Phisimax qawqha maranisa?,¿Cuántos años tiene tu gato?,
Phisijax pä maraniwa,Mi gato tiene dos años,
Phisimax qawqha wawanisa?,¿Cuántas crías tiene tu gato?,
Phisijax kimsa wawaniwa,Mi gato tiene 3 crías,
Waliki,Bien,
Jikisiñkam kullaka Lily,Chao hermana Lily,
Jikisiñkamay jilata Juan,Chao hermano Juan,
Aski alwakïpan kullaka,Buen día hermana,
Aski alwakïpanay kullaka,Buen día hermana,
Kamisaki kullaka?,¿Cómo estás hermana?,
"Waliki kullaka, jumansti?","Bien hermana, ¿y tú?",
Waliki kullaka,Bien hermana,
Juman sutimax kunasa?,¿Cuál es tu nombre?,
"Nayan sutijax Rutiwa, jumansti?","Mi nombre es Ruth, ¿y tú?",
Nayan sutijax Victoriawa,Mi nombre es Victoria,
Kullaka qawqha maranitasa?,Hermana ¿cuántos años tienes?,
"Nayax kimsa tunka llätunkani maranitwa, jumansti?","Yo tengo 39 años, ¿y tú?",
Nayax kimsa tunka payani maranitwa,Yo tengo 32 años,
Kullaka qawqha jilanitasa?,"Herman, ¿cuántos hermanos tienes?",
